roll_no,study_hours,attendance,previous_marks,assignment_scores,pass_fail
STU2467,9.5,85.5,84.3,82.7,1
STU1402,6.8,89.1,90.6,79.3,1
STU1935,8.0,93.3,78.3,91.2,1
STU3420,2.6,62.1,43.6,40.0,0
STU3630,2.4,76.5,35.0,62.3,0
STU3781,2.4,52.0,54.1,58.4,0
STU1727,7.5,94.1,83.7,79.3,1
STU1827,9.4,95.5,82.7,74.5,1
STU2522,8.2,73.0,76.7,73.9,1
STU1137,6.6,88.6,81.6,92.6,1
STU1629,7.6,85.3,90.8,80.9,1
STU1335,8.7,93.3,85.8,84.2,1
STU1391,6.4,76.9,86.1,71.4,1
STU4391,3.1,51.0,48.0,44.9,0
STU2818,6.6,87.3,83.4,78.7,1
STU4593,4.6,80.7,35.0,44.7,0
STU1711,7.8,83.1,77.1,92.5,1
STU2040,8.8,86.8,85.1,79.5,1
STU3606,4.5,50.0,47.9,66.8,0
STU4449,2.8,69.7,46.1,57.5,0
STU2562,6.6,83.5,81.8,77.1,1
STU4669,2.2,61.2,45.3,59.6,0
STU4345,3.2,62.9,46.1,46.4,0
STU2113,8.5,86.2,81.7,94.2,1
STU2224,8.0,92.2,74.6,100.0,1
STU3654,3.0,50.0,48.1,40.0,0
STU3422,4.2,65.2,35.0,42.8,0
STU2509,7.6,91.0,80.2,79.4,1
STU2751,4.3,84.5,81.6,85.2,1
STU4577,1.4,57.7,58.4,50.6,0
STU1339,8.0,88.0,65.5,86.0,1
STU1216,8.4,89.6,86.5,73.5,1
STU2342,7.5,86.5,85.4,87.9,1
STU4339,3.2,89.0,38.8,47.1,0
STU4739,4.2,52.2,44.3,50.5,0
STU3575,3.0,53.1,51.1,46.1,0
STU4385,2.4,60.4,35.0,57.1,0
STU3687,2.0,50.0,35.0,46.3,0
STU3323,5.2,70.3,35.0,64.1,0
STU1102,7.0,82.6,75.8,86.6,1
STU3845,3.7,59.0,62.3,51.6,0
STU1172,6.5,87.5,80.7,85.9,1
STU1108,7.7,91.8,92.9,79.0,1
STU3788,2.9,61.4,35.0,46.7,0
STU4981,2.7,51.4,55.5,40.0,0
STU3917,5.1,61.7,45.8,58.0,0
STU3657,2.8,73.5,55.8,51.7,0
STU3532,1.6,57.8,40.5,50.1,0
STU3699,3.1,66.2,35.0,58.8,0
STU3664,5.0,50.0,42.3,43.0,0
STU3986,5.0,63.6,35.0,50.1,0
STU4099,3.3,66.5,45.8,55.5,0
STU4424,3.3,59.3,42.8,43.5,0
STU2041,9.5,91.7,86.0,90.4,1
STU4832,2.3,57.1,47.2,61.5,0
STU3121,4.5,82.0,52.6,40.0,0
STU2525,7.1,84.5,75.1,84.5,1
STU4404,3.0,53.4,38.8,64.8,0
STU3249,6.9,68.4,48.6,53.9,0
STU1482,6.4,98.3,84.3,70.8,1
STU3824,2.5,65.0,50.1,53.9,0
STU4264,2.4,51.1,46.3,42.6,0
STU2763,7.6,83.1,74.1,77.8,1
STU4246,2.4,61.4,38.6,41.2,0
STU4376,2.1,50.0,48.3,52.9,0
STU3936,3.1,53.4,35.0,45.9,0
STU3938,5.7,58.8,50.8,50.0,0
STU1406,8.2,96.0,88.8,94.4,1
STU1758,7.7,83.5,92.2,88.4,1
STU3601,2.8,71.5,55.0,60.6,0
STU1098,7.8,81.6,77.3,85.6,1
STU2334,9.3,91.4,91.5,94.8,1
STU4165,4.2,80.2,37.8,54.4,0
STU4687,1.1,70.9,52.3,45.0,0
STU4527,1.9,64.3,35.0,49.2,0
STU3059,3.4,65.8,44.9,67.2,0
STU3792,2.7,58.0,59.0,48.8,0
STU1149,8.1,87.4,77.9,74.7,1
STU1029,6.8,89.3,94.8,71.2,1
STU3716,3.8,50.0,45.7,40.0,0
STU4472,4.9,61.0,35.0,42.0,0
STU1693,6.2,87.8,89.6,83.3,1
STU2387,9.1,83.1,92.8,82.8,1
STU2846,6.3,93.0,77.6,95.3,1
STU4513,4.3,56.7,35.0,47.4,0
STU2600,6.6,86.6,85.7,86.8,1
STU1702,8.8,94.5,70.4,84.0,1
STU2709,7.3,90.5,75.8,79.9,1
STU1455,6.9,92.1,92.1,74.5,1
STU3041,3.0,63.0,47.6,43.1,0
STU4712,3.9,62.4,36.6,54.3,0
STU3316,4.0,69.3,51.0,48.8,0
STU1610,9.3,95.6,75.3,86.4,1
STU1168,9.8,80.5,80.0,83.9,1
STU1731,7.7,95.4,72.5,96.8,1
STU3857,3.4,64.6,50.7,48.7,0
STU4575,3.6,57.3,45.8,52.4,0
STU3639,3.8,58.3,49.4,44.7,0
STU2623,8.6,76.1,74.5,79.4,1
STU1588,6.5,86.8,89.4,83.2,1
STU2402,8.1,91.4,78.8,89.0,1
STU2701,7.9,94.4,81.8,91.2,1
STU3898,3.5,56.5,43.5,44.8,0
STU4136,2.6,51.3,48.9,64.2,0
STU2380,9.7,83.6,77.5,87.8,1
STU3090,2.6,74.0,35.0,45.5,0
STU3176,4.4,60.4,42.4,43.0,0
STU3911,2.2,61.4,46.3,47.1,0
STU4918,2.6,68.7,35.0,49.9,0
STU4228,2.5,74.0,35.0,49.8,0
STU1442,7.5,96.3,83.8,84.1,1
STU3052,1.9,67.1,53.9,43.2,0
STU2302,8.7,82.4,79.5,81.4,1
STU4374,3.6,60.0,45.5,51.1,0
STU2305,8.1,94.6,79.9,88.2,1
STU1237,5.1,88.1,93.5,80.6,1
STU1521,5.5,89.1,78.1,82.6,1
STU1736,8.1,84.8,89.7,88.6,1
STU4531,4.1,52.3,50.1,60.9,0
STU3107,3.2,66.5,43.9,64.6,0
STU1593,8.1,87.7,86.4,95.3,1
STU2304,6.6,81.8,86.4,87.4,1
STU2388,9.4,88.5,69.9,87.2,1
STU3584,3.9,50.0,57.9,47.6,0
STU4497,4.6,58.2,35.0,65.6,0
STU4714,2.8,64.3,40.3,44.7,0
STU1905,7.7,78.9,87.2,82.4,1
STU4379,2.8,66.7,56.0,55.3,0
STU2280,7.1,91.3,82.6,90.4,1
STU4181,3.1,50.0,47.0,46.8,0
STU4836,4.4,62.2,58.1,61.0,0
STU3309,2.5,60.8,49.4,43.1,0
STU4163,3.9,50.0,46.5,40.0,0
STU4267,2.9,64.2,43.1,53.3,0
STU4156,2.7,70.9,51.3,50.2,0
STU1707,6.0,88.9,93.3,82.1,1
STU4515,3.4,61.7,46.2,52.9,0
STU1746,6.6,86.2,79.7,78.5,1
STU2940,7.6,83.4,99.9,83.0,1
STU3634,4.5,50.0,37.3,45.7,0
STU1514,6.4,86.5,74.5,82.9,1
STU1082,7.9,91.6,76.4,87.2,1
STU2309,8.8,98.6,75.9,77.6,1
STU4306,4.2,57.6,40.7,42.2,0
STU1915,7.4,92.1,71.8,92.5,1
STU4674,1.4,78.8,44.7,40.0,0
STU4658,1.2,70.7,54.2,45.3,0
STU1775,8.2,85.1,63.4,77.3,1
STU1330,8.3,93.1,78.8,85.8,1
STU3055,2.6,53.2,43.7,49.4,0
STU3002,2.6,59.6,35.0,48.3,0
STU1944,7.4,86.9,76.2,91.7,1
STU1823,10.0,87.7,75.2,78.9,1
STU1910,10.0,95.5,75.4,78.8,1
STU3517,2.2,53.0,48.9,57.6,0
STU1182,6.5,85.9,77.9,82.9,1
STU1165,8.7,97.5,78.5,96.1,1
STU2524,6.3,97.8,77.1,88.2,1
STU1452,8.6,83.0,78.0,91.8,1
STU3539,3.6,50.0,36.0,40.0,0
STU2312,8.5,90.7,91.9,79.7,1
STU2112,7.8,86.3,100.0,86.1,1
STU4769,4.0,62.1,37.6,49.3,0
STU2288,8.1,86.7,92.9,92.3,1
STU1328,8.4,85.7,89.2,89.3,1
STU2791,5.2,91.5,69.0,85.8,1
STU3491,4.6,53.9,50.6,53.6,0
STU4535,4.1,69.8,48.5,47.2,0
STU3008,4.8,55.7,44.7,40.0,0
STU2859,7.8,83.7,79.6,65.0,1
STU1313,8.5,89.4,86.0,76.3,1
STU1833,6.3,97.4,86.7,76.9,1
STU2202,7.0,90.6,77.9,85.5,1
STU4065,3.7,72.2,45.5,51.7,0
STU3608,5.1,61.1,51.4,42.5,0
STU3135,1.5,53.6,41.9,51.3,0
STU3210,3.6,56.5,36.3,54.8,0
STU4910,4.8,61.6,55.6,48.8,0
STU2482,7.1,72.4,85.6,87.1,1
STU1778,7.2,86.6,91.6,87.3,1
STU1800,7.5,89.8,87.9,93.6,1
STU1055,8.7,79.9,73.8,87.4,1
STU2921,5.1,99.1,92.0,94.2,1
STU4436,1.6,52.3,54.3,44.7,0
STU3955,2.9,56.6,53.2,54.0,0
STU2702,8.1,96.7,80.3,77.2,1
STU3162,4.2,60.6,50.6,47.5,0
STU4741,2.3,61.9,44.4,40.0,0
STU1988,8.6,88.6,82.6,99.6,1
STU4133,3.5,64.9,48.5,44.7,0
STU4602,4.6,65.9,45.4,43.8,0
STU2395,7.1,99.8,70.7,85.3,1
STU1769,6.7,84.9,90.2,96.6,1
STU4530,3.0,54.4,49.5,55.3,0
STU1286,5.2,90.8,83.6,80.7,1
STU4999,3.7,61.2,46.5,55.2,0
STU1429,8.8,94.7,82.8,94.5,1
STU3333,3.4,77.2,49.1,40.0,0
STU3080,4.7,53.7,50.8,55.4,0
STU1723,5.9,81.6,82.2,87.3,1
STU1952,7.9,92.7,92.0,93.2,1
STU4029,3.5,64.9,40.3,48.3,0
STU3263,3.0,66.7,53.9,53.7,0
STU1990,7.5,100.0,100.0,84.6,1
STU4720,2.5,76.0,35.0,56.1,0
STU3688,4.7,59.9,43.9,45.2,0
STU1327,8.9,81.4,77.2,81.4,1
STU3609,1.0,71.1,35.0,48.0,0
STU2384,6.8,94.2,95.5,79.4,1
STU2725,6.4,84.3,78.4,96.5,1
STU2087,8.7,87.7,81.9,86.0,1
STU4197,4.9,50.0,55.8,53.7,0
STU1342,7.8,90.5,83.5,84.2,1
STU1148,5.9,83.0,81.2,82.4,1
STU4096,3.4,66.9,50.1,59.4,0
STU2108,6.2,91.4,82.4,84.0,1
STU1849,6.7,84.4,77.5,100.0,1
STU1967,6.7,90.1,74.5,81.0,1
STU4263,3.9,61.6,42.4,59.7,0
STU3204,2.3,62.4,48.9,51.3,0
STU1662,6.8,82.6,79.7,80.6,1
STU2003,7.6,85.5,67.6,90.0,1
STU4848,3.5,51.5,56.7,62.6,0
STU4341,2.2,61.4,35.0,59.2,0
STU4103,4.0,54.3,45.9,57.3,0
STU4890,2.0,56.3,41.3,63.4,0
STU2880,6.5,86.8,84.6,87.8,1
STU4757,4.1,62.8,58.5,49.3,0
STU2204,8.2,95.7,88.2,79.1,1
STU2991,8.5,77.9,86.3,93.5,1
STU1025,6.8,69.9,76.6,82.8,1
STU4748,1.9,50.0,50.6,57.5,0
STU3684,4.1,68.2,35.0,59.8,0
STU3752,3.8,70.8,62.5,48.8,0
STU4049,3.0,60.5,44.6,58.3,0
STU1876,9.7,82.5,73.9,78.7,1
STU4588,3.8,54.5,48.4,54.7,0
STU1939,7.8,78.2,89.9,82.0,1
STU3395,2.3,67.7,39.4,52.4,0
STU4337,4.7,63.8,43.5,40.0,0
STU4961,2.0,62.1,39.7,40.0,0
STU1386,7.7,83.4,78.8,93.9,1
STU4040,3.2,56.1,55.7,50.1,0
STU4327,2.3,63.1,35.0,46.9,0
STU3910,4.0,56.4,45.3,43.4,0
STU3292,5.6,50.9,35.0,45.2,0
STU4233,3.3,63.5,48.0,48.4,0
STU1937,6.3,84.4,82.0,95.1,1
STU4430,5.4,66.5,44.8,59.5,0
STU3361,3.9,62.7,57.3,53.8,0
STU4897,2.7,59.4,54.4,67.9,0
STU2333,7.2,97.5,84.0,100.0,1
STU2935,10.0,88.4,95.4,83.7,1
STU1936,6.9,96.8,86.3,88.4,1
STU3419,2.6,68.8,55.3,57.8,0
STU1567,5.1,82.0,88.8,95.3,1
STU2855,8.7,85.8,70.9,78.0,1
STU4210,4.2,75.4,55.1,49.4,0
STU3468,4.7,71.3,48.4,50.3,0
STU2646,8.0,81.3,68.1,81.1,1
STU4314,3.1,51.5,36.1,41.0,0
STU2793,7.3,89.5,84.4,78.5,1
STU2431,7.9,90.8,76.5,85.3,1
STU4072,2.6,50.0,48.7,54.2,0
STU2014,6.7,79.6,80.1,90.1,1
STU2929,8.8,80.9,91.4,87.2,1
STU3982,4.7,64.4,44.4,47.4,0
STU1127,6.3,80.9,75.0,93.2,1
STU3773,2.3,69.0,50.6,57.0,0
STU2348,8.6,97.5,64.4,76.0,1
STU1356,6.3,89.6,87.7,83.4,1
STU1828,6.9,87.6,88.4,84.9,1
STU2640,6.2,90.7,83.9,72.2,1
STU1985,7.5,78.1,86.5,76.2,1
STU3189,4.0,63.9,35.0,40.0,0
STU4387,2.3,68.8,43.5,40.0,0
STU3444,1.8,57.3,35.0,59.7,0
STU1363,7.4,78.9,84.2,81.4,1
STU3350,4.6,60.3,35.0,44.4,0
STU1346,7.8,94.6,82.2,85.5,1
STU3727,6.7,58.5,51.5,53.0,0
STU4377,1.0,61.9,41.6,59.3,0
STU1712,7.4,97.2,86.7,95.0,1
STU3891,2.9,62.7,52.9,44.5,0
STU4786,3.4,63.9,53.8,47.7,0
STU1011,6.9,78.4,82.2,84.6,1
STU4204,2.9,61.0,45.9,55.3,0
STU3117,2.1,65.6,46.4,54.3,0
STU2835,6.8,82.2,83.5,86.5,1
STU1794,6.0,82.4,84.1,80.7,1
STU4679,3.5,53.2,56.3,44.1,0
STU3675,2.8,50.2,35.0,46.8,0
STU1095,7.0,94.2,91.9,85.5,1
STU1130,6.9,92.3,95.2,74.8,1
STU3372,2.2,60.2,43.4,43.8,0
STU3966,1.5,60.6,40.0,48.4,0
STU4870,2.9,65.6,50.4,54.2,0
STU3264,3.1,60.7,40.6,57.3,0
STU2901,8.3,84.7,81.4,74.6,1
STU4042,3.5,52.9,41.1,40.0,0
STU4173,3.9,52.5,40.3,40.9,0
STU2933,6.9,93.3,82.8,83.8,1
STU4361,4.8,72.6,43.6,40.0,0
STU2866,5.5,83.6,77.2,77.9,1
STU2659,6.3,89.0,93.0,90.3,1
STU1517,8.1,88.5,78.7,96.8,1
STU2858,7.2,91.5,77.9,78.8,1
STU3646,1.0,63.8,57.9,64.8,0
STU3244,4.7,66.1,52.4,48.5,0
STU2278,8.0,88.8,71.9,84.5,1
STU4855,2.6,57.5,43.8,42.4,0
STU1951,7.2,95.2,83.9,75.7,1
STU2121,8.8,85.1,71.0,81.9,1
STU3598,4.4,69.1,51.0,56.9,0
STU3205,2.8,62.0,56.8,61.0,0
STU1420,7.6,80.0,64.3,83.4,1
STU1923,7.7,86.8,86.7,88.0,1
STU3914,3.5,66.4,67.7,48.8,0
STU1478,7.9,96.7,88.1,78.6,1
STU3036,5.4,58.0,39.3,42.7,0
STU3884,2.8,63.9,46.4,52.8,0
STU2693,8.5,95.3,84.7,95.5,1
STU4841,2.0,66.8,57.2,50.4,0
STU2472,6.8,87.5,85.1,82.9,1
STU3602,2.4,56.7,44.0,65.1,0
STU2203,7.6,89.3,83.2,90.7,1
STU3439,3.2,74.9,46.8,47.7,0
STU3627,2.8,72.4,44.0,46.5,0
STU2670,8.2,90.0,92.7,84.7,1
STU4696,2.3,53.9,47.4,48.3,0
STU2971,8.2,85.6,89.8,96.2,1
STU3152,2.6,55.2,42.9,48.0,0
STU1821,6.9,86.3,80.7,98.9,1
STU2998,6.4,86.1,72.3,79.2,1
STU4823,2.3,67.8,44.7,57.5,0
STU2249,7.8,89.4,88.6,71.6,1
STU4407,1.9,55.8,35.0,49.2,0
STU3713,1.9,50.6,44.0,62.7,0
STU4541,3.6,56.9,35.0,43.9,0
STU3191,3.9,55.3,48.6,61.4,0
STU4477,3.5,71.4,42.2,50.1,0
STU2047,8.3,95.0,65.4,85.1,1
STU2889,6.9,88.9,63.9,89.1,1
STU3470,2.6,69.6,51.1,48.6,0
STU1616,7.7,92.0,79.5,85.0,1
STU2319,6.8,94.7,80.5,87.5,1
STU4845,2.7,62.6,59.3,58.1,0
STU4885,3.8,62.3,56.1,46.1,0
STU4901,4.2,67.1,44.6,54.5,0
STU3137,2.2,52.5,44.7,53.5,0
STU4257,2.3,50.0,59.8,57.4,0
STU2773,6.8,83.3,87.6,83.0,1
STU4933,3.9,58.8,39.0,46.8,0
STU1132,7.6,88.1,82.0,81.2,1
STU3851,5.3,55.1,54.5,40.0,0
STU1078,7.1,95.2,65.9,78.7,1
STU3053,2.7,56.6,53.7,43.5,0
STU1725,7.7,99.8,81.4,81.5,1
STU2315,7.5,85.8,76.7,77.2,1
STU2852,9.6,91.0,78.2,82.8,1
STU4904,3.2,54.2,38.6,55.4,0
STU4043,3.6,60.2,58.9,40.0,0
STU4294,3.6,76.7,50.8,43.9,0
STU2373,5.9,96.7,73.2,82.2,1
STU2856,6.7,87.1,67.6,79.0,1
STU2320,7.3,100.0,86.3,72.3,1
STU3561,2.8,58.5,44.3,60.6,0
STU4831,2.1,57.6,49.0,49.7,0
STU4245,2.9,72.4,45.0,54.3,0
STU4872,1.8,60.4,46.5,53.3,0
STU1376,6.6,96.7,87.2,92.7,1
STU2909,6.1,91.5,95.4,90.4,1
STU1334,6.7,85.9,83.6,83.0,1
STU3987,2.5,75.3,38.4,59.1,0
STU4734,1.8,60.5,35.0,50.2,0
STU3366,3.6,67.2,35.0,59.6,0
STU2605,6.9,92.7,85.4,87.1,1
STU2119,7.7,94.3,69.3,79.1,1
STU4772,3.5,67.8,35.0,48.3,0
STU2944,7.1,73.7,69.6,88.1,1
STU3998,4.9,71.4,40.8,60.5,0
STU3377,1.7,69.7,46.4,45.4,0
STU4346,3.0,58.3,47.9,55.9,0
STU2343,8.0,81.8,68.4,91.0,1
STU1321,7.6,90.6,81.8,93.6,1
STU2620,8.9,93.4,80.8,87.8,1
STU4236,1.8,63.5,51.9,51.6,0
STU3061,3.3,63.1,40.4,58.7,0
STU3220,1.7,66.2,46.0,61.5,0
STU2674,6.4,92.9,100.0,83.0,1
STU2943,7.8,84.4,82.0,74.9,1
STU1261,6.4,90.6,90.0,94.9,1
STU4114,2.8,58.9,43.7,45.7,0
STU3040,5.7,77.9,36.4,54.3,0
STU1690,8.0,91.7,78.1,80.1,1
STU1902,7.0,85.5,73.9,85.4,1
STU3307,1.6,62.1,50.5,40.7,0
STU3027,1.9,64.0,36.0,47.3,0
STU1139,8.5,80.6,89.1,85.3,1
STU2918,6.8,91.3,67.0,81.8,1
STU2829,7.4,95.1,83.3,86.3,1
STU2574,5.9,89.2,79.0,95.4,1
STU1320,7.3,81.4,79.3,84.3,1
STU1654,6.2,94.2,87.0,87.4,1
STU3138,3.9,50.0,45.6,43.1,0
STU4191,2.2,60.7,38.1,41.5,0
STU1559,8.0,90.0,77.7,89.8,1
STU3188,3.9,53.3,41.6,48.6,0
STU1113,7.6,88.2,94.5,88.4,1
STU1532,5.5,82.4,89.6,88.2,1
STU1225,6.9,84.1,71.0,88.6,1
STU1724,8.4,96.9,79.6,67.6,1
STU4213,4.5,67.4,46.0,56.3,0
STU4927,2.3,81.5,35.0,42.3,0
STU2434,6.8,87.4,79.2,78.5,1
STU3374,1.0,57.5,37.4,65.9,0
STU4084,3.5,58.6,39.0,51.1,0
STU5000,3.9,54.4,45.9,54.5,0
STU2459,9.0,88.1,73.7,80.7,1
STU4596,2.7,68.9,41.1,64.8,0
STU3763,1.9,59.4,40.3,40.0,0
STU1847,7.8,84.5,64.6,85.6,1
STU1194,6.0,79.8,62.6,91.7,1
STU2465,6.8,89.1,66.3,99.8,1
STU3622,4.0,65.6,44.8,67.9,0
STU1947,5.7,88.5,76.1,72.1,1
STU3022,2.6,66.8,49.2,42.7,0
STU3552,2.4,50.7,35.0,51.1,0
STU2630,8.5,84.2,84.9,87.8,1
STU1118,6.1,82.0,66.9,79.1,1
STU1646,7.2,83.3,94.9,97.6,1
STU2871,6.2,79.7,76.9,95.7,1
STU1004,9.3,86.2,85.8,81.2,1
STU1075,4.4,84.3,78.4,97.0,1
STU2756,9.1,76.2,73.7,85.9,1
STU1468,8.4,88.2,85.3,81.6,1
STU1006,7.2,89.3,86.7,90.9,1
STU2247,7.5,90.6,77.2,84.2,1
STU1920,7.7,95.8,92.3,84.8,1
STU3596,3.0,66.0,38.6,40.0,0
STU1229,6.6,76.8,84.2,90.8,1
STU2064,5.4,84.8,71.3,85.8,1
STU3591,4.8,59.8,35.7,40.0,0
STU1243,8.1,99.9,77.3,94.3,1
STU4405,3.9,65.0,37.9,52.5,0
STU2161,4.5,84.4,84.2,86.9,1
STU4089,3.1,50.0,38.6,45.6,0
STU4338,3.0,56.2,40.2,53.1,0
STU4240,1.9,63.0,47.0,71.4,0
STU3564,3.4,60.8,44.3,48.0,0
STU3672,4.9,61.5,46.1,44.6,0
STU2527,9.8,86.8,90.9,92.1,1
STU2606,6.4,83.3,83.8,79.9,1
STU4710,2.0,61.2,50.0,40.0,0
STU4970,2.4,50.0,36.9,58.0,0
STU3710,2.2,57.6,51.3,49.9,0
STU4559,2.6,62.9,50.1,40.0,0
STU4979,2.1,64.9,42.5,40.0,0
STU2990,8.0,83.4,78.8,89.1,1
STU4509,2.8,71.5,36.0,53.1,0
STU3363,1.7,64.0,49.2,43.7,0
STU2976,7.0,89.1,76.9,87.2,1
STU2762,8.4,87.9,86.1,90.0,1
STU2306,6.4,94.4,90.7,63.7,1
STU3740,1.6,50.4,52.5,43.3,0
STU2542,9.6,96.7,95.4,84.7,1
STU4463,3.1,57.4,50.6,54.7,0
STU3473,2.5,58.0,47.5,40.0,0
STU3643,4.5,70.6,43.1,40.0,0
STU3796,1.2,59.8,45.2,51.4,0
STU1623,9.8,88.5,74.9,87.6,1
STU4064,2.3,70.1,54.2,46.1,0
STU2494,7.7,84.8,98.7,85.0,1
STU1111,5.2,84.7,91.2,92.3,1
STU3276,3.6,66.6,53.2,54.1,0
STU4002,4.4,65.5,49.2,49.7,0
STU2170,8.5,85.5,73.0,85.3,1
STU4258,2.0,62.0,48.0,58.5,0
STU1233,7.6,76.2,77.1,83.7,1
STU1067,7.4,73.4,83.5,79.2,1
STU4603,3.4,53.1,59.5,67.1,0
STU3073,2.5,69.9,47.4,42.4,0
STU3193,3.1,70.6,47.1,47.4,0
STU1537,6.5,93.9,83.7,78.3,1
STU3860,1.2,57.7,35.0,49.9,0
STU1126,10.0,91.3,73.2,79.6,1
STU3134,5.2,59.8,48.0,41.8,0
STU2255,9.0,90.2,75.5,90.0,1
STU4292,3.6,69.4,52.3,57.1,0
STU2977,8.8,91.0,95.2,78.1,1
STU4259,6.2,58.3,48.8,40.8,0
STU4078,1.9,53.5,59.8,58.3,0
STU3076,3.4,59.5,48.6,46.0,0
STU1485,6.6,84.7,81.7,89.9,1
STU2655,7.9,88.9,75.0,92.6,1
STU4852,3.0,63.2,43.4,40.0,0
STU4680,3.2,54.3,45.2,49.9,0
STU4308,3.6,53.0,35.0,56.4,0
STU4035,3.2,55.0,61.6,42.0,0
STU4618,1.9,69.2,35.2,57.1,0
STU2775,6.6,77.4,84.5,90.7,1
STU3411,3.0,62.0,57.7,52.5,0
STU4584,3.5,65.7,55.8,40.0,0
STU1919,7.0,88.6,92.8,97.3,1
STU2647,7.3,89.6,77.1,71.9,1
STU2027,7.5,89.1,73.7,87.2,1
STU2031,7.2,73.1,72.1,75.5,1
STU1883,6.9,84.4,75.2,79.9,1
STU2336,7.1,79.9,78.0,87.1,1
STU3747,3.1,60.5,60.8,55.6,0
STU3943,3.0,67.5,38.1,44.0,0
STU3714,2.8,50.0,51.9,61.1,0
STU1365,8.3,84.2,77.2,94.7,1
STU3126,4.2,61.0,40.1,47.9,0
STU1028,8.0,95.4,79.9,74.5,1
STU1474,9.1,79.7,86.4,68.3,1
STU1526,5.3,90.9,91.2,87.0,1
STU1726,7.3,88.0,56.6,93.4,1
STU1056,8.6,83.1,83.7,95.5,1
STU1639,6.0,81.8,65.9,82.2,1
STU1303,8.4,85.7,74.2,91.7,1
STU3767,4.3,50.0,45.1,51.3,0
STU4469,2.4,60.1,50.1,45.3,0
STU2277,10.0,95.0,70.2,77.6,1
STU4504,2.1,72.1,49.3,60.4,0
STU1625,9.4,90.5,84.9,80.4,1
STU3056,3.7,65.5,46.9,57.5,0
STU2281,7.7,82.8,76.9,79.6,1
STU3852,2.4,67.5,59.0,40.0,0
STU2050,9.2,95.2,80.5,76.9,1
STU1337,6.5,91.0,68.7,89.8,1
STU1048,8.8,87.9,100.0,95.7,1
STU3879,3.8,51.3,51.6,49.2,0
STU1107,9.8,82.6,79.6,100.0,1
STU3398,3.4,74.0,43.7,41.1,0
STU2080,8.5,86.5,93.8,83.9,1
STU3287,3.4,61.3,47.0,54.7,0
STU3262,5.1,69.2,44.3,49.3,0
STU2145,7.3,90.6,89.3,87.2,1
STU4162,3.1,54.2,42.1,45.9,0
STU3297,5.4,50.0,42.2,47.2,0
STU3842,4.0,53.0,35.7,51.8,0
STU2837,6.1,95.4,66.8,89.9,1
STU2754,5.3,85.3,71.2,79.9,1
STU2102,4.0,93.1,86.0,84.1,1
STU2969,7.3,100.0,84.7,82.2,1
STU4009,3.5,61.6,50.2,40.0,0
STU4651,4.4,73.9,48.0,50.2,0
STU1524,8.2,86.1,98.6,90.6,1
STU3281,2.9,64.8,61.5,40.0,0
STU3693,3.8,70.5,42.2,41.4,0
STU3886,3.7,70.7,43.2,60.2,0
STU2429,7.2,90.7,75.8,86.4,1
STU3582,2.5,84.4,41.9,40.0,0
STU4468,1.2,62.9,45.5,45.1,0
STU1604,9.1,80.9,92.5,88.0,1
STU2490,9.0,78.4,78.9,90.7,1
STU4110,3.7,51.3,37.1,47.4,0
STU4231,3.1,64.4,35.0,50.2,0
STU1061,6.9,93.1,88.0,85.3,1
STU4659,4.6,66.2,46.4,50.4,0
STU1672,5.0,91.5,68.9,80.3,1
STU1093,6.7,91.7,81.1,83.9,1
STU1667,7.2,93.1,76.9,76.2,1
STU2888,8.0,87.0,75.3,73.4,1
STU1281,7.6,77.6,98.7,85.8,1
STU2720,7.0,87.4,66.8,76.4,1
STU4016,2.1,62.6,35.0,57.6,0
STU1360,6.5,90.5,87.4,74.5,1
STU1900,6.5,89.7,86.8,74.7,1
STU2936,5.7,90.3,85.5,90.9,1
STU2995,7.9,75.6,88.9,80.0,1
STU4946,1.2,62.4,47.8,46.8,0
STU3896,5.5,64.2,53.0,54.7,0
STU1761,6.8,91.8,71.8,90.7,1
STU3159,3.7,66.0,39.7,60.0,0
STU4488,4.5,53.2,45.3,73.0,0
STU1043,7.4,84.9,69.1,100.0,1
STU3174,2.3,64.9,40.7,65.2,0
STU1205,5.8,82.3,82.9,76.9,1
STU2474,7.5,81.6,78.0,93.9,1
STU3101,1.0,73.2,35.0,40.0,0
STU3594,3.3,68.7,68.8,50.5,0
STU1069,7.9,96.5,72.5,91.1,1
STU2876,9.2,95.2,74.2,82.5,1
STU3833,2.7,57.5,43.7,54.0,0
STU4728,1.7,72.8,48.1,40.0,0
STU3232,1.2,52.4,49.3,48.4,0
STU1138,7.1,97.3,84.7,81.0,1
STU3948,3.4,68.3,37.2,47.3,0
STU1797,7.5,91.4,85.9,95.8,1
STU3181,1.0,50.6,45.0,51.5,0
STU3129,3.0,63.3,54.4,52.3,0
STU1759,6.5,81.2,76.7,99.4,1
STU1542,6.1,80.4,97.6,66.3,1
STU2020,8.0,91.3,85.2,85.4,1
STU4031,3.2,57.2,49.1,42.3,0
STU1166,8.0,81.9,88.4,80.7,1
STU1249,9.6,86.9,85.9,73.1,1
STU2332,9.0,78.7,80.0,90.1,1
STU3018,2.4,65.7,39.2,53.6,0
STU1447,7.9,89.8,75.0,79.6,1
STU3483,5.3,51.3,37.6,40.6,0
STU3907,4.0,55.3,44.5,54.1,0
STU2359,5.7,90.7,67.5,76.7,1
STU3846,2.4,60.3,45.3,42.3,0
STU3146,3.2,70.9,50.6,40.0,0
